id,Project Name,Number of dependencies with vulnerabilities (Before),Number of dependencies with vulnerabilities (After),Number of vulnerabilities (Before),Number of vulnerabilities (After),Low vulnerabilities (Before),Low vulnerabilities (After),Medium vulnerabilities (Before),Medium vulnerabilities (After),High vulnerabilities (Before),High vulnerabilities (After),Critical vulnerabilities (Before),Critical vulnerabilities (After),Build Tool, Tests,Project Type,Execution Time (s),Artifacts,Improved
830,anton-goncharov_camel-opentelemetry-grafana-demo,5,3,167,28,11,2,79,13,68,13,9,0,maven,false,open source,1022,54c622100bc4ea24107b9cfa525b84a8d7eabf72,improvement
819,bihe927_SpringbootSchoolShop,14,14,449,424,19,19,133,120,235,226,62,59,maven,false,open source,2552,81d74200c74e8535cbc308abdcd463d045c3734a,improvement
834,gzqnb_netty-32960,17,8,282,178,20,13,134,85,109,70,19,10,maven,false,open source,1336,8557096ca51e2e4cacd84ef9e687c03d2b408277,improvement
836,fpaparoni_tracing,5,3,398,84,20,4,170,40,172,36,36,4,maven,false,open source,263,b35abcb4de84c86a44e720a64e474969b313a7da,improvement
837,YangYouWang_springboot-starter-im,2,2,18,5,1,1,7,3,8,1,2,0,maven,false,open source,263,9b764d978fcd7e824aac168de0b1eaf12165b8f5,improvement
835,ajcatambay_cqrs-bank-account-demo,6,5,209,149,11,10,93,67,93,61,12,11,maven,true,open source,1036,669b9de3ac7d46b8f8070b9f2d1194594d06427a,improvement
840,SCWContent_insecure-code-examples,1,1,4,4,0,0,0,0,2,2,2,2,maven,true,open source,141,07038a295406a706cd15033d6ddd4b8b91edbd9a,no improvement
839,mustafamuratcoskun_spring-boot-exception-handling,4,2,118,85,8,5,52,37,49,37,9,6,maven,false,open source,525,de6da80511d5362676b54eaec7acc8a9c2d2ec34,improvement
842,sangjiexun_ssm_carrent,23,6,309,87,7,4,82,35,141,30,79,18,maven,false,open source,552,a13c0be695cffa752f4d9067d2a8e3bff3d4b2b5,improvement
849,mircokroon_minecraft-maps-to-images,1,0,2,0,0,0,1,0,1,0,0,0,maven,false,open source,49,91c2f6d79668186011b4c969f12f3f4d3146421e,improvement
848,iimetra_assetto-corsa-telemetry-4j,1,0,5,0,0,0,0,0,2,0,3,0,maven,true,open source,76,017dab702ed542d9a0b11935280ed7b2931a3e6b,improvement
855,DavidBrionesFF_spring-boot-mail,3,1,114,3,8,0,52,2,47,1,7,0,maven,false,open source,84,df071a0994745ddd3f1042aa39dcf8d2a870e4cf,improvement
857,corningsun_fileEncrypt,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,40,8528fd92d9de4af6434e53f53dd2c6d6efeb9317,no improvement
858,kongwu-_agent-samples,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,33,4b124f97ddde8dd0c7b89e484411a7d685507b97,no improvement
851,AsajuHuishi_StudentScoreManagementSystem_SSM,19,8,149,39,5,3,60,10,60,13,24,13,maven,false,open source,432,51b3c731fbc920d2b607c5297db4b362805f6edd,improvement
861,naveenanimation20_SeleniumCodingChallenge,3,2,46,9,6,2,24,6,15,1,1,0,maven,false,open source,195,5dccda33275104a1fe3ca13dde2ad36cbc75a306,improvement
862,Ashish2030_Swagger_Static_Website,5,5,204,76,11,9,64,32,98,32,31,3,maven,true,open source,455,b88699c7b1a35aad5d3780528059e6fc985e2f6f,improvement
860,perfect199399_MES_Production,7,5,205,127,14,9,98,58,82,52,11,8,maven,true,open source,900,d0346abc864538ba0182c840bfc59522defcfe84,improvement
863,monodot_hello-java-spring-boot,2,1,88,3,6,0,39,2,37,1,6,0,maven,true,open source,73,865fbe04b9a9136bcf58f181b80e45cd64db2665,improvement
869,silent-field_task-orchestration,8,4,82,22,7,3,41,11,31,8,3,0,maven,false,open source,371,982b3ef0e8864a64828aea1abbe271ff84703324,improvement
870,HGLab_VIC,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,39,6a973255eeeedbbc2ea6cbcc28ed82b433407bc4,no improvement
871,ortoniKC_SeleniumInterview,2,0,19,0,2,0,13,0,4,0,0,0,maven,false,open source,55,8dea66cf587db8f40afa969c7c27ff1115e26312,improvement
872,BuntyRaghani_spring-boot-hello-world,3,1,71,3,9,0,32,2,28,1,2,0,maven,true,open source,141,3d3464b21374ff7252ae6bed955f2eecbf755444,improvement
873,HelloSetsuna_java-crack-thinking,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,33,0840a819d5365d589b836e34cc3e27b488b32b6d,no improvement
874,gscaramuzzino_quarkus-testing-restassured,9,0,112,0,2,0,50,0,55,0,5,0,maven,false,open source,298,a6b96a091c4280a6c3a349fa81da2bc7acc10496,improvement
878,W1one_FastJsonAttack,1,0,1,0,0,0,1,0,0,0,0,0,maven,false,open source,52,d67706dbdb67a75f7026cee37439445bebe59648,improvement
866,billakantiPranayRao_person-details,9,8,288,287,15,15,99,98,131,131,43,43,maven,false,open source,1234,5df72237537363d0f7ef6d2a1bd7cf7e7f9d6479,improvement
882,HamdiBouallegue_helloSign-integration,4,2,103,5,7,0,45,2,44,3,7,0,maven,true,open source,102,33b9cd6dbbfbe3c1bd927ef2a92e8a8cc046bc01,improvement
881,bkatwal_elasticsearch-score-normalizer,2,1,26,19,1,0,19,15,6,4,0,0,maven,true,open source,847,f3d37e50bf44ac3bc894401048f572ff84a4939b,improvement
884,kloia_atomikos-spring,6,6,225,225,10,10,74,74,110,110,31,31,maven,true,open source,1387,7a9af9d87c7e35da37faffc55e73af7fff032bb9,no improvement
890,pierre94_kafka-client-prometheus-collector,1,1,59,10,0,0,6,4,41,6,12,0,maven,false,open source,173,502f31414542df31890cf07eba750fab8455cc6a,improvement
891,getarrays_fileuploadanddownload,2,1,88,3,6,0,39,2,37,1,6,0,maven,true,open source,78,0ecf02128cd17f8f15c5fdd1e3ec4166aabf4ef4,improvement
893,SelimHorri_upload-download-files-over-http,3,1,101,3,7,0,45,2,42,1,7,0,maven,true,open source,101,8718fcac1f8feee470457a1379b2c8730e8abdaa,improvement
885,chahirchalouati_cchaalouati.adidas-back-end,9,9,277,231,13,11,105,86,126,106,33,28,maven,false,open source,1230,c42288d2363608ed863f8c42895bade2ea588870,improvement
894,OkaeriPoland_okaeri-pluralize,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,74,d395f6fd9527b4d87479ba62ac22b643e800817e,no improvement
897,MaShantao_Thread,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,38,fc4b1e75ec6f0f1e796605558bd1eb2e8b0f9d63,no improvement
901,andres-sacco_example-jxls,3,3,24,16,2,1,11,9,11,6,0,0,maven,false,open source,58,734654f734289bb39b7c46d365b0d5f098d3d49f,improvement
902,Elb1to_Staff-WaterMC,1,0,15,0,1,0,9,0,5,0,0,0,maven,false,open source,54,34817ae701a4933d657c472eb92be07b068115f7,improvement
906,hazelcast-demos_zerodowntime,12,5,223,18,12,0,89,10,100,6,22,2,maven,false,open source,165,72bdf15f0ee56bd6fd61103ace749dd362b9a71d,improvement
910,acenelio_aula-camadas,6,3,181,5,11,0,79,4,72,1,19,0,maven,true,open source,139,c874dbcdccca99f23367561c3f8f00f412863738,improvement
911,anuva04_springboot-user-registration-login,11,9,288,143,17,8,133,69,112,53,26,13,maven,false,open source,1103,4cae3decd84a8ed9acc17751d9194e519c4087f4,improvement
912,doTruongGiang-IT_Restful-API-with-Spring-Boot-and-PostgreSQL,6,1,159,3,12,0,75,2,62,1,10,0,maven,false,open source,100,bf7a39240800c070b1fc3d2d3550cdec343d0cf5,improvement
913,Ashish2030_Blog-Application-Web_API,5,1,132,3,10,0,60,2,53,1,9,0,maven,false,open source,87,e5873c0c19ed011be10702264cd4092b10446f5a,improvement
908,gongsir0630_shiro-jwt-demo,11,11,296,288,15,15,108,105,135,131,38,37,maven,true,open source,1674,4d51f2d50a73a5c74af4a0f274bc621097e09de0,improvement
915,OriKey_MockTutorials,2,1,2,1,0,0,2,1,0,0,0,0,maven,true,open source,55,14a6679b8175f3d6b22d40f45aa657dd5844e6d1,improvement
921,SelimHorri_product-client-app,4,1,182,3,9,0,57,2,94,1,22,0,maven,false,open source,98,9f5f79f37e4b97f2686ce678bfe04ac19af0e234,improvement
922,w757227129_dynamicer,2,1,146,3,6,0,42,2,79,1,19,0,maven,false,open source,74,ecf5b16d4ac6e307736b1ceacdc35cb30b7575af,improvement
924,Normalss_BookSpringboot,5,2,135,4,9,0,61,2,57,2,8,0,maven,false,open source,105,057c59fec971e817df1bf83455e5bf5a57c6bce9,improvement
926,revaturelabs_bank-app-java-p0,2,1,6,5,0,0,1,0,2,2,3,3,maven,false,open source,46,a8846d9cd756b5624a91989c185de05259dfac2c,improvement
927,VivoKey_NFCSnoopDecoder,1,0,1,0,0,0,1,0,0,0,0,0,maven,true,open source,45,6f80775215862ac4b91411faa1aa3c30edc76000,improvement
925,ivanjakimovski_spring-boot-pdf-generator,2,1,88,59,6,3,39,24,37,27,6,5,maven,true,open source,347,7011588f334175847a94d645ad0ba52cb2ed33c9,improvement
930,codspire_JPA-HikariCP-without-Spring,3,0,12,0,0,0,2,0,4,0,6,0,maven,false,open source,72,ab983a6cf191585b68e065ec6c4c0c0900082dfd,improvement
931,jjnnzb_alarm-clock,6,4,188,74,12,4,78,26,86,39,12,5,maven,false,open source,114,7a83d9c15224ecc5ee351cd2d12737f9ad8e1b7c,improvement
932,touchingwang_travel,7,2,38,8,2,1,13,3,17,3,6,1,maven,false,open source,244,e7b1eb8e89b0193e82e1cb91e3d335ca4abc59c5,improvement
933,AndrewProgramming_JavaTutorialCode,2,1,10,1,0,0,4,0,6,1,0,0,maven,true,open source,63,d15dbf70822c89ffe45c0fe7f41211d7381391f7,improvement
928,Oldcauldron_rescuer_pp_task_313,10,9,258,257,15,15,115,114,103,103,25,25,maven,false,open source,1497,003362a421aaf9ac684ab5fc36f5c218b554b753,improvement
935,Chickenwingcandy_cookbookJava,5,4,201,200,6,6,68,67,89,89,38,38,maven,true,open source,1236,6cbef4cd10b65994c5ccb468c981a4201f2adeda,improvement
939,nebula-contrib_nebula2-demo,4,3,146,45,3,5,40,18,73,17,30,5,maven,false,open source,545,6c72f528acd679e85ebd8505ce39db7a0352b3f8,improvement
942,longhao1213_poi_word_utils,3,1,16,5,0,0,3,0,10,2,3,3,maven,false,open source,58,2315a8ab0d6f70fa1a09ef457bdd53f98999b0e3,improvement
943,oleksii-novikov-onix_java-kurento-sfu,6,5,215,179,14,11,101,82,87,74,13,12,maven,false,open source,874,c8c2b386e0b4cfe3292a55a2aab529a3a9875ca2,improvement
944,SelimHorri_location-web-reserv,8,8,297,204,12,12,84,70,164,107,37,15,maven,true,open source,2402,8640ac86c33670b19224efecd36a04c1beb8aea6,improvement
945,TechPrimers_spring-cloud-aws-example-1,6,5,177,112,9,5,62,35,87,59,19,13,maven,false,open source,1961,6d321dd9fa40d145331d42cd7bfb2b84495b821b,improvement
953,WTree_HBase-Reader,3,2,183,26,6,2,30,11,115,11,32,2,maven,false,open source,114,dd56145c00e8f6731fd3b0ce0725c41cb75d93ee,improvement
952,BlueJnr_wire-transfer-service,5,1,130,3,9,0,58,2,53,1,10,0,maven,true,open source,119,27d97a64697264135a056523a3b95422b6101c6d,improvement
954,jwdstef_aurora,17,15,500,328,22,15,184,97,228,161,66,55,maven,false,open source,1030,ce99f222dbc5a2c2d8f99b5c85f726fcaa859e99,improvement
955,ziobrando_homechef,6,3,161,68,7,6,75,35,74,24,5,3,maven,true,open source,1222,f47aaa65694749d84a0bfb29c9f393eed844330d,improvement
960,SPLWare_esProc,6,3,18,11,1,1,12,7,4,3,1,0,maven,false,open source,214,25bc6b0b593984ffce111b5afec9fcf7abc4bb31,improvement
990,freeok_so-novel,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,90,53388244771df5348f184be712c036e80e1be364,no improvement
999,f0ng_captcha-killer-modified,2,1,3,1,0,0,2,1,1,0,0,0,maven,false,open source,94,63de194c8dc266f7dc35db5eecf4d52ddeaed74e,improvement
1008,JannsenYang_dingdong-helper,2,0,4,0,1,0,1,0,0,0,2,0,maven,false,open source,51,843fe72cec228f120152f5e1eab27de56bea7203,improvement
1009,projectdiscovery_nuclei-burp-plugin,1,1,1,1,0,0,0,0,1,1,0,0,maven,true,open source,68,979753430e9b04463e3760583f664589bb6bb166,no improvement
1011,feiniaojin_graceful-response,3,1,20,3,8,0,6,2,5,1,1,0,maven,false,open source,71,cf1cd118d63c4114a0536d879cf06cde78c05049,improvement
1012,f0ng_autoDecoder,5,2,19,5,0,0,12,5,3,0,4,0,maven,false,open source,111,fd87475cba11e9c8a84ad1671b01faa5135b3f5e,improvement
992,kspalaiologos_kamilalisp,3,0,20,0,0,0,8,0,12,0,0,0,maven,true,open source,2540,dd1749d1e950622d8806d5098019bb65bc46b60e,improvement
1019,the-qa-company_qEndpoint,17,9,133,77,27,10,55,36,49,30,2,1,maven,false,open source,1291,836b4e4eb27094e7194502c77d456958e34e3e56,improvement
1025,f0ng_log4j2burpscanner,4,1,13,1,0,0,6,1,3,0,4,0,maven,false,open source,82,fa3873df17629adfc7c5d048a0498aee04ba1b08,improvement
1027,whwlsfb_Log4j2Scan,2,0,4,0,0,0,3,0,1,0,0,0,maven,false,open source,45,4a46a06ff34cc8e04820a90bff03976ddee35d3e,improvement
1030,wwwlike_vlife,22,8,936,520,50,28,367,206,418,231,101,55,maven,false,open source,467,bb03a2c1440dd7166aa0c5aeeb4fe09397ee9af3,improvement
1041,aws_event-ruler,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,90,850492bc7da9af34e2a781dd9afd0506cdd66e88,no improvement
1043,ebarlas_microhttp,0,0,0,0,0,0,0,0,0,0,0,0,maven,true,open source,43,2e745ec4392f0c4ec91aad24e66e4e42f4d68b57,no improvement
1046,taosdata_taos-connector-jdbc,0,0,0,0,0,0,0,0,0,0,0,0,maven,false,open source,133,7c405cd35ae848c17dde05bcfbe0668824cc32f7,no improvement
1058,queer_utt,1,0,1,0,0,0,0,0,1,0,0,0,maven,true,open source,144,22a81d295336ba2aea5737687b7baead4c85693b,improvement
